timestamp,date,latitude,longitude
1592128389,"2020-06-14 09:53:09",37.294137,-6.045784
1592128421,"2020-06-14 09:53:41",37.293107,-6.046163
1592128444,"2020-06-14 09:54:04",37.292659,-6.046504
1592128485,"2020-06-14 09:54:45",37.29226,-6.04675
1592128521,"2020-06-14 09:55:21",37.29011,-6.047455
1592128547,"2020-06-14 09:55:47",37.291839,-6.046913
1592128563,"2020-06-14 09:56:03",37.291222,-6.047027
1592128610,"2020-06-14 09:56:50",37.29055,-6.047328
1592128643,"2020-06-14 09:57:23",37.290118,-6.04749
1592128676,"2020-06-14 09:57:56",37.290389,-6.047014
1592128707,"2020-06-14 09:58:27",37.289539,-6.047503
1592128738,"2020-06-14 09:58:58",37.289007,-6.047753
1592128766,"2020-06-14 09:59:26",37.288714,-6.04753
1592128802,"2020-06-14 10:00:02",37.288481,-6.047948
1592128835,"2020-06-14 10:00:35",37.287745,-6.048086
1592128861,"2020-06-14 10:01:01",37.287367,-6.048323
1592128899,"2020-06-14 10:01:39",37.286833,-6.048403
1592128961,"2020-06-14 10:02:41",37.286105,-6.048548
1592128998,"2020-06-14 10:03:18",37.285808,-6.04864
1592129025,"2020-06-14 10:03:45",37.285197,-6.049103
1592129043,"2020-06-14 10:04:03",37.285132,-6.048612
1592129087,"2020-06-14 10:04:47",37.283976,-6.046759
1592129120,"2020-06-14 10:05:20",37.284475,-6.048526
1592129151,"2020-06-14 10:05:51",37.284128,-6.048587
1592129165,"2020-06-14 10:06:05",37.283649,-6.049048
1592129183,"2020-06-14 10:06:23",37.283321,-6.049068
1592129214,"2020-06-14 10:06:54",37.282948,-6.049655
1592129246,"2020-06-14 10:07:26",37.282987,-6.048957
1592129264,"2020-06-14 10:07:44",37.282553,-6.049859
1592129310,"2020-06-14 10:08:30",37.28162,-6.04952
1592129367,"2020-06-14 10:09:27",37.280984,-6.049952
1592129421,"2020-06-14 10:10:21",37.28025,-6.050446
1592129468,"2020-06-14 10:11:08",37.279533,-6.051126
1592129496,"2020-06-14 10:11:36",37.279834,-6.050813
1592129527,"2020-06-14 10:12:07",37.278727,-6.052757
1592129538,"2020-06-14 10:12:18",37.279047,-6.051658
1592129584,"2020-06-14 10:13:04",37.279269,-6.052206
1592129621,"2020-06-14 10:13:41",37.27901,-6.052391
1592129654,"2020-06-14 10:14:14",37.279349,-6.05239
1592129684,"2020-06-14 10:14:44",37.278658,-6.052435
1592129706,"2020-06-14 10:15:06",37.277833,-6.052356
1592129748,"2020-06-14 10:15:48",37.277415,-6.052358
1592129782,"2020-06-14 10:16:22",37.276985,-6.052632
1592129817,"2020-06-14 10:16:57",37.276542,-6.052913
1592129850,"2020-06-14 10:17:30",37.276163,-6.053227
1592129884,"2020-06-14 10:18:04",37.275757,-6.05346
1592129917,"2020-06-14 10:18:37",37.275429,-6.053675
1592129966,"2020-06-14 10:19:26",37.274912,-6.05402
1592130003,"2020-06-14 10:20:03",37.274301,-6.054307
1592130038,"2020-06-14 10:20:38",37.274091,-6.054534
1592130092,"2020-06-14 10:21:32",37.273291,-6.054523
1592130131,"2020-06-14 10:22:11",37.273009,-6.055091
1592130164,"2020-06-14 10:22:44",37.272655,-6.055409
